ID,章,章タイトル,節,節タイトル,問題番号,難易度,文法事項,Focus,日本語,英文（穴埋め）,ヒント,英文（完全）,答え,Tip（思考誘導）,解説,語句・熟語,注意・補足,Words to Use
42,8章,関係詞,-,-,218-2,基本,-,F 127,何があっても、ずっと君の味方でいるよ。,"I'll always be there for you, ( )(h ).",h,"I'll always be there for you, whatever happens.",whatever / happens,先行詞を含む関係代名詞を使って「何が起こっても」を表す副詞節をつくる。,whatever... 「何が [を]･･･しようとも」 = no matter what ... 副詞節を導くwhatever。whatever 以下は主節を修飾する副詞節。whatever は単数扱いする。,be there for you 「あなたの味方でいる」「あなたのためにそこにいる」,-,hobby / in need / happen / anyone
43,8章,関係詞,-,-,218-3,基本,-,-,誰が何と言おうと、私は決してあきらめない。,"I'll never give up, (n )( )( )(a )(s ).",n / a / s,"I'll never give up, no matter what anyone says.",no / matter / what / anyone / says,副詞節を導くwhatever と同じ意味を表す表現を使ってみよう。,"no matter what... 「何が [を]･･･しようとも」 = whatever... 副詞節を導く no matter what... は, whatever と同じ意味を表す。",-,-,hobby / in need / happen / anyone
44,8章,関係詞,-,-,219,基本,-,-,君がどちらのルートをとっても、30分かかるだろう。,"(W )(r )( )( ), it will take you 30 minutes.",W / r,"Whichever route you take, it will take you 30 minutes.",Whichever / route / you / take,〈複合関係形容詞+名詞〉を使って副詞節をつくる。,whichever A... 「どちらのAが [を]･･･しようとも」 = no matter which A ... 副詞節を導くwhichever。ここでは名詞 route を修飾する複合関係形容詞。,-,-,route / take / hard / try
45,8章,関係詞,-,-,220,基本,-,F 128,リラックスしたい時はいつも好きな音楽を聴く。,I listen to my favorite music ( )( )( )( ) relax.,-,I listen to my favorite music whenever I want to relax.,whenever / I / want / to,「･･･する時はいつでも」を表す複合関係副詞を使って副詞節をつくる。,"関係副詞に-ever が付いた whenever, wherever, however を複合関係副詞と呼ぶ。副詞節を導く。whenever... ①「･･･する時はいつでも」 = anytime ... ② 「いつ･･･しようとも」 = no matter when ...",-,-,route / take / hard / try
46,8章,関係詞,-,-,221-1,基本,-,F 128,スマートフォンはとても軽いので、どこへ行くにも持ち運べる。,You can take a smartphone with you (w )( )( ) because it is very light.,w,You can take a smartphone with you wherever you go because it is very light.,wherever / you / go,「･･･する所はどこへでも」を表す複合関係副詞を使って副詞節をつくる。,wherever ①「･･･する所はどこへでも」 = anywhere ... ② 「どこへ･･･しようとも」 = no matter where ... wherever は副詞節を導く。この文では「･･･する所はどこへでも」の意味。,-,-,route / take / hard / try
47,8章,関係詞,-,-,221-2,基本,-,F 129,日本のどこへ行っても、お寺や神社が見つかるでしょう。,"(W )( )( )( )( ), you will find temples and shrines.",W,"Wherever you go in Japan, you will find temples and shrines.",Wherever / you / go / in / Japan,「どこへ･･･しようとも」を表す複合関係副詞を使って副詞節をつくる。,wherever は副詞節を導く。この文では「どこへ･･･しようとも」の意味。,temples and shrines 「お寺と神社、寺社」,-,route / take / hard / try
48,8章,関係詞,-,-,222-1,基本,-,F 129,どんなに時間がかかっても、私たちはその問題を解決しなければならない。,"( )( )( )( ), we have to solve the problem.",-,"However long it takes, we have to solve the problem.",However / long / it / takes,「どんなに･･･でも」を表す複合関係副詞を使って副詞節をつくる。「時間がかかる」を表す表現は?,"however +形容詞[副詞]... 「どんなに･･･でも」 = no matter how+形容詞[副詞]... however は副詞節を導き、譲歩の意味を表す。× However it takes long, は誤り。",it takes long (to do) 「(~するのに)時間がかかる」,-,route / take / hard / try
49,8章,関係詞,-,-,222-2,基本,-,-,どんなに頑張っても、この数学の問題は解けそうにない。,"(N )( )( )( )( ) ( ), I can't seem to solve this math problem.",N,"No matter how hard I try, I can't seem to solve this math problem.",No / matter / how / hard / I / try,副詞節を導く however と同じ意味を表す表現を使ってみよう。,no matter how+形容詞[副詞] ... 「どんなに･･･でも」 = however +形容詞[副詞]... no matter how は副詞節を導き、譲歩の意味を表す。,"try hard「懸命にやる、頑張る」, can't seem to do 「~できそうにない」",-,route / take / hard / try
50,8章,関係詞,-,-,191-1,精選英作文,-,-,その国では18歳以上の人は誰でも投票できる。,(who/18 years /older/or/anyone / is) can vote in the country.,-,Anyone who is 18 years or older can vote in the country.,Anyone / who / is / 18 / years / or / older,-,-,-,-,-
51,8章,関係詞,-,-,191-2,精選英作文,-,-,学習を楽しくする教育アプリがある。,There are (learning/that/fun/educational/ make / apps).,-,There are educational apps that make learning fun.,educational / apps / that / make / learning / fun,-,-,-,-,-
52,8章,関係詞,-,-,192-1,精選英作文,-,-,君が必要な情報はネットで見つけることができる。,You can (need / you/find/that/ the information) online.,-,You can find the information that you need online.,find / the / information / that / you / need,-,-,-,-,-
53,8章,関係詞,-,-,192-2,精選英作文,-,-,ヨーロッパにはいつか訪れたい国がたくさんある。,There are (1/like/ in Europe/to/many countries / would) visit someday.,-,There are many countries in Europe I would like to visit someday.,many / countries / in / Europe / I / would / like / to,-,-,-,-,-
54,8章,関係詞,-,-,195-2,精選英作文,-,-,医療は誰もが必要とするものであり、それは基本的人権である。,"Everyone needs (human right/ is/which / a basic / medical care, ).",-,"Everyone needs medical care, which is a basic human right.","medical / care, / which / is / a / basic / human / right",-,-,-,-,-
55,8章,関係詞,-,-,196,精選英作文,-,-,多くの子どもがスマートフォンを使い過ぎており、そのことは彼らの健康に悪影響を及ぼすことがある。,"Many children use their smartphones (can/impact/too much, / a negative / have / which) on their health.",-,"Many children use their smartphones too much, which can have a negative impact on their health.","too / much, / which / can / have / a / negative / impact",-,-,-,-,-
56,8章,関係詞,-,-,200-1,精選英作文,-,-,人々が安心して暮らせる社会をつくらなければならない。,We have to (live / a society/people/create/where/ can) in peace.,-,We have to create a society where people can live in peace.,create / a / society / where / people / can / live,-,-,-,-,-
57,8章,関係詞,-,-,202,精選英作文,-,-,行ったことのない国を訪れたい。,I want to visit (1/that/been to / a country/have never).,-,I want to visit a country that I have never been to.,a / country / that / I / have / never / been / to,-,-,-,-,-
58,8章,関係詞,-,-,203,精選英作文,-,-,私たちは正解のない時代に生きている。,We live in (right answers/there / no / an age / are / when).,-,We live in an age when there are no right answers.,an / age / when / there / are / no / right / answers,-,-,-,-,-
59,8章,関係詞,-,-,204-1,精選英作文,-,-,サッカーがそれほど多くの国で人気があるのには十分な理由がある。,There (is/popular/good reasons/soccer/why / are) in so many countries.,-,There are good reasons why soccer is popular in so many countries.,are / good / reasons / why / soccer / is / popular,-,-,-,-,-
